,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
276,277,18,2904,2017-03-23,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,36145
277,278,9,754,2017-06-03,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
278,279,35,1826,2017-04-25,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
279,280,93,2487,2017-04-08,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,42458
280,281,40,2815,2017-02-18,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
281,282,1,541,2017-05-04,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38258
282,283,16,302,2017-03-29,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
283,284,44,2024,2017-10-03,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41064
284,285,48,142,2017-07-27,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
285,286,56,768,2017-08-07,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34170
286,287,36,2147,2017-02-07,True,Approved,Solex,Standard,low,medium,1289.85,74.51,41064
287,288,36,529,2017-11-20,True,Approved,Solex,Standard,low,medium,945.04,507.58,38750
288,289,13,825,2017-02-23,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,34586
289,290,55,624,2017-04-05,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,34170
290,291,38,2302,2017-11-07,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40672
291,292,64,3380,2017-10-28,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42172
292,293,0,314,2017-11-19,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39298
293,294,79,1079,2017-08-25,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
294,295,11,1643,2017-01-20,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
295,296,91,1524,2017-03-14,True,Approved,Solex,Standard,medium,medium,100.35,75.26,37874
296,297,18,3205,2017-04-14,True,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
297,298,17,2860,2017-11-20,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
298,299,13,772,2017-05-24,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560
299,300,4,323,2017-03-25,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38216
300,301,78,2530,2017-03-24,,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,35455
301,302,42,2426,2017-03-17,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,36498
302,303,48,1883,2017-11-18,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
303,304,12,2745,2017-04-07,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560
304,305,77,2819,2017-01-04,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
305,306,25,792,2017-12-13,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,42295
306,307,35,923,2017-04-20,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
307,308,7,3353,2017-07-21,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258
308,309,68,3394,2017-11-27,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
309,310,75,3213,2017-10-21,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38193
310,311,77,3260,2017-03-07,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
311,312,1,1015,2017-12-04,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
312,313,81,2266,2017-01-25,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498
313,314,6,58,2017-08-20,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39298
314,315,40,3118,2017-12-18,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
315,316,62,1414,2017-08-01,False,Approved,Solex,Standard,medium,medium,478.16,298.72,42105
316,317,90,2202,2017-06-19,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367
317,318,32,2144,2017-05-31,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,33888
318,319,65,1033,2017-10-09,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,37499
319,320,15,2157,2017-06-20,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
320,321,36,1097,2017-01-23,False,Approved,Solex,Standard,low,medium,945.04,507.58,39526
321,322,12,2757,2017-04-19,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
322,323,67,87,2017-11-08,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
323,324,87,2049,2017-10-11,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
324,325,62,952,2017-11-14,True,Approved,Solex,Standard,medium,medium,478.16,298.72,33879
325,326,55,1745,2017-01-20,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,34143
326,327,1,40,2017-05-09,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
327,328,98,372,2017-10-17,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364
328,329,79,1627,2017-08-11,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
329,330,1,444,2017-11-15,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167
330,331,61,217,2017-05-23,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
331,332,71,1656,2017-08-02,True,Approved,Solex,Standard,high,large,1842.92,1105.75,38859
332,333,58,485,2017-12-16,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
333,334,86,2252,2017-02-21,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,36361
334,335,95,3103,2017-11-01,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
335,336,55,506,2017-10-05,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
336,337,82,1615,2017-10-30,,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,41533
337,338,32,1881,2017-01-02,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37698
338,339,65,2903,2017-12-04,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,37499
339,340,49,1274,2017-12-16,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
340,341,1,1443,2017-08-27,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38573
341,342,24,2091,2017-03-14,False,Approved,Solex,Road,medium,large,1777.8,820.78,40670
342,343,61,1478,2017-03-11,,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
343,344,7,1493,2017-07-09,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
344,345,84,1614,2017-03-21,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
345,346,48,476,2017-07-19,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
346,347,16,1777,2017-04-12,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
347,348,40,940,2017-08-11,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
348,349,100,2930,2017-10-20,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
349,350,27,2354,2017-10-26,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
350,351,59,1582,2017-06-15,False,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
351,352,34,416,2017-06-19,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,35052
352,353,18,1013,2017-04-20,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
353,354,83,533,2017-11-14,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
354,355,82,968,2017-03-22,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,34115
355,356,88,727,2017-07-09,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
356,357,77,1160,2017-04-13,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
357,358,6,3425,2017-12-06,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,33549
358,359,10,1614,2017-11-10,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
359,360,69,2140,2017-04-26,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
360,361,15,2589,2017-01-31,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
361,362,7,2920,2017-09-22,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,41701
362,363,73,62,2017-08-14,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
363,364,32,1112,2017-09-13,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
364,365,39,1995,2017-05-03,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39427
365,366,28,1965,2017-08-22,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42696
366,367,0,1614,2017-03-10,False,Approved,,,,,850.89,,0
367,368,25,366,2017-01-24,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
368,369,32,2682,2017-07-29,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,41434
369,370,78,2993,2017-08-03,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
370,371,44,1887,2017-08-28,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
371,372,56,1692,2017-08-16,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,41047
372,373,1,1927,2017-06-24,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167
373,374,15,2567,2017-03-07,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
374,375,17,3276,2017-07-05,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
375,376,0,1808,2017-02-09,False,Approved,Solex,Standard,medium,medium,478.16,298.72,41245
376,377,7,2368,2017-10-17,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258
377,378,53,470,2017-10-27,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
378,379,20,3270,2017-03-03,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,42404
379,380,3,1683,2017-08-20,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
380,381,14,880,2017-09-18,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
381,382,83,309,2017-12-02,True,Approved,Solex,Touring,medium,large,2083.94,675.03,42218
382,383,39,1698,2017-11-28,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40672
383,384,67,1434,2017-08-28,False,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
384,385,40,2712,2017-05-14,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,34143
385,386,13,892,2017-10-01,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,38693
386,387,100,832,2017-10-15,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
387,388,35,1033,2017-05-03,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40336
388,389,17,2834,2017-02-15,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
389,390,79,3015,2017-01-04,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,39298
390,391,86,3484,2017-10-12,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,35707
391,392,9,2775,2017-03-19,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701
392,393,58,1208,2017-08-30,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
393,394,58,2109,2017-06-29,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,35707
394,395,43,3195,2017-10-12,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498
395,396,88,3366,2017-06-27,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36833
396,397,15,2492,2017-02-27,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
397,398,6,389,2017-03-12,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37838
398,399,83,1306,2017-12-18,,Approved,Solex,Touring,medium,large,2083.94,675.03,38206
399,400,0,552,2017-07-24,True,Approved,Solex,Standard,medium,medium,71.49,53.62,37659
400,401,82,3009,2017-05-05,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33455
401,402,88,2925,2017-06-14,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,34079
402,403,14,140,2017-02-17,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
403,404,67,209,2017-09-14,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,39298
404,405,76,225,2017-06-19,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
405,406,0,1595,2017-04-17,False,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
406,407,0,2559,2017-06-14,True,Approved,,,,,710.59,,0
407,408,18,769,2017-12-11,False,Approved,Solex,Standard,medium,medium,575.27,431.45,38339
408,409,23,1282,2017-05-08,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,40670
409,410,82,2377,2017-03-07,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553
410,411,62,3355,2017-12-30,False,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
411,412,20,2350,2017-05-11,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34115
412,413,60,720,2017-09-09,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41848
413,414,65,3249,2017-02-02,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,34115
414,415,76,2939,2017-10-01,True,Approved,WeareA2B,Standard,low,medium,642.31,513.85,33429
415,416,17,1035,2017-11-03,True,Approved,Solex,Standard,high,medium,1024.66,614.8,42404
416,417,73,492,2017-10-02,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
417,418,39,3100,2017-12-10,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336
418,419,34,1586,2017-04-19,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
419,420,97,31,2017-05-25,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701
420,421,9,887,2017-04-28,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
421,422,11,3356,2017-08-26,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,35378
422,423,82,2498,2017-09-15,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
423,424,96,3415,2017-03-03,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38002
424,425,28,2828,2017-09-06,False,Approved,Solex,Road,medium,small,1703.52,1516.13,41701
425,426,39,3117,2017-04-24,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336
426,427,70,2850,2017-11-19,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,41922
427,428,62,2779,2017-11-30,True,Approved,Solex,Standard,medium,medium,478.16,298.72,36146
428,429,84,683,2017-12-15,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
429,430,21,2342,2017-10-26,False,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
430,431,7,3388,2017-02-12,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258
431,432,79,1968,2017-06-19,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
432,433,39,2923,2017-12-17,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39427
433,434,67,15,2017-03-10,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
434,435,4,2659,2017-07-22,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
435,436,96,3417,2017-09-26,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
436,437,13,1862,2017-08-27,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,39526
437,438,76,1670,2017-04-17,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
438,439,33,2126,2017-12-05,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698
439,440,54,2702,2017-10-20,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42295
440,441,93,125,2017-02-25,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
441,442,63,750,2017-04-24,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,38647
442,443,52,359,2017-01-25,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,42295
443,444,33,2820,2017-09-10,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35560
444,445,65,850,2017-11-25,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
445,446,50,3072,2017-05-23,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,39915
446,447,0,820,2017-06-23,False,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
447,448,4,919,2017-09-28,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38258
448,449,26,1250,2017-03-31,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
449,450,5,1655,2017-05-01,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,39298
450,451,29,1194,2017-12-02,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696
451,452,80,234,2017-03-20,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
452,453,9,724,2017-11-22,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34143
453,454,9,1976,2017-05-03,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
454,455,24,193,2017-08-16,True,Approved,Solex,Road,medium,large,1777.8,820.78,42710
455,456,84,1588,2017-01-30,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105
456,457,100,290,2017-10-10,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
457,458,7,167,2017-03-25,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40336
458,459,51,2821,2017-04-29,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
459,460,21,1201,2017-08-07,False,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
460,461,46,893,2017-07-09,False,Approved,Solex,Standard,low,medium,1289.85,74.51,39427
461,462,62,2794,2017-09-05,True,Approved,Solex,Standard,medium,medium,478.16,298.72,41047
462,463,96,3166,2017-07-14,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
463,464,81,1422,2017-10-13,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,38206
464,465,31,3476,2017-04-17,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
465,466,13,505,2017-06-24,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,35560
466,467,59,1132,2017-10-15,False,Approved,Solex,Standard,medium,large,1061.56,733.58,34143
467,468,53,2363,2017-11-02,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,34170
468,469,12,1816,2017-10-11,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
469,470,18,73,2017-04-30,False,Approved,Solex,Standard,medium,medium,575.27,431.45,34165
470,471,18,647,2017-01-21,True,Approved,Solex,Standard,medium,medium,575.27,431.45,36367
471,472,2,1304,2017-02-09,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
472,473,25,344,2017-11-11,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,34170
473,474,18,1001,2017-10-07,True,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
474,475,16,2724,2017-08-10,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
475,476,21,1787,2017-08-19,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,37838
476,477,73,367,2017-02-12,,Approved,Solex,Standard,medium,medium,1945.43,333.18,38859
477,478,98,524,2017-01-18,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
478,479,69,479,2017-09-08,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105
479,480,52,1782,2017-04-17,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
480,481,16,361,2017-03-15,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
481,482,17,1135,2017-04-22,False,Approved,Solex,Standard,high,medium,1024.66,614.8,35160
